,stage,k_01,k_02,k_03,k_04,k_05,k_06,k_07,k_08,k_09,k_10
0,0.0,5.0,3.7916993288104583,8.70012856787325,1.0318717172521954,0.6672384653178479,1.1288942801291568,6.015831045376902,0.21228748169814246,2.11999525448911,0.7682679781733748
1,0.1111111111111111,5.0,7.150546295454199,4.485588378889458,2.3151021501624354,2.1784132227986603,4.323693020910823,5.755578655326588,5.897411627562918,2.805949848696036,0.8111332890725187
2,0.2222222222222222,5.0,4.452191678606028,0.6154610929956513,0.9897643080323946,1.3791592084043716,1.8837109473518054,1.106813971698452,1.353700261043811,0.3306861480457575,2.3311000472311627
3,0.3333333333333333,5.0,1.3081959821575249,3.9004766544618525,3.9260795970335565,1.482444828575591,0.45367286154614606,5.688983012050021,0.9871865852631597,2.7114077682184554,5.424685796461676
4,0.4444444444444444,5.0,1.4711404275388091,0.6033386609725108,2.007232444703894,3.8758346882611576,0.7467413530501135,0.969422774667126,18.37714033342935,0.4819786165105476,1.705005888480781
5,0.5555555555555556,5.0,1.6168912705820937,1.6729792664193341,2.8208462319610668,4.030212677635224,10.705332528680385,1.7513161252721816,7.834203555227095,13.117338704754548,0.9548930713211224
6,0.6666666666666666,5.0,2.8309480354588508,8.936313292032455,4.530932416734788,1.35232432565699,4.6536844686701455,0.8759132291715312,5.845225853944783,1.1700447458620644,10.08045385451722
7,0.7777777777777777,5.0,4.674895875387534,10.384080908241067,2.646233043801999,3.815000495553684,5.603616088066978,1.7072357995939347,1.8597505695149346,0.3941892213356125,0.9843402928639731
8,0.8888888888888888,5.0,6.13740896187036,3.046803768362679,1.1210196454447,4.405512570226375,0.526633483174884,1.3872207731476975,4.637772796402085,2.3262586153072675,1.4259065661389336
9,1.0,5.0,7.962091836868707,5.911936376272055,0.40475361419363703,3.663358508938519,4.161331320233143,1.164628218438087,0.8407054270168878,0.7583138815300702,1.0071445836347173
